0001	14975	16880	これは人間が作った森です。
0002	18195	23645	これは、どんどん何エーカーも広がって行く事も出来ますし、小さな敷地内に
0003	23945	24770	とどまる{||所}
0004	25295	26440	事も出来るの{です||れす}。
0005	26560	28205	皆さんの庭にもです。
0006	29020	32495	こう言った森は二年前に作られた物です。
0007	33380	35040	私の裏庭には
0008	37230	40550	沢山の生物多様性を引き寄せる様な森があります。
0009	43520	45225	私はこの声を聴いて
0010	45460	46490	目を覚ますのです。
0011	46605	47665	ディズニー映画の
0012	47875	49015	お姫様の様です。
0013	49200	50610	私は起業家です。
0014	50900	52190	こう言った森を
0015	53520	56550	仕事{||しと}として作り出す事をしているのです。
0016	57235	60045	様々な農場{||ん}学校、家庭
0017	61340	62265	リゾート地
0018	63405	64335	アパートメント
0019	66270	66825	公園
0020	67880	71530	そして動物園(に?)でも、この様な森を作って来たのです。
0021	73045	73735	森は
0022	74760	75965	動物が住む
0023	76360	79050	遠く離れた場所にある物ではありません。
0024	80590	83965	森は、私達の生活の一部でもあり得るのです。
0025	84255	85840	森は、私にとって
0026	86130	89270	木が密集していて、そ<H>この中に人が
0027	89465	90990	歩いて行ける様な物です。
0028	91710	93310	大きさは関係ありません。
0029	95415	98625	かつて、私達の世界には多くの森があったのです。
0030	98725	101445	そして、この森の中に都市を作り出した。
0031	103685	104420	人間も
0032	104860	107865	自然に属する物だと言う事を忘れてです。
0033	109350	112345	他の動物達も、同じ様な物だったのです。
0034	115195	115425	{||す}
0035	115635	120800	しかし、一部の{人|ひと|しと}はこう言った森を仕事として、作る事をしています。
0036	121390	122530	至る所で{||で}です。
0037	122790	124585	私は工業エンジニアです。
0038	124890	127290	私の専門は、車の製造です。
0039	127870	130640	以前の仕事はトヨタ工場での事でした。
0040	132645	134465	自然にある資源を
0041	134695	137110	製品へと変える事をしていた訳です。
0042	140405	142790	木からタイヤを作る事が出来るのです。
0043	142990	146655	こう言った製品はもう自然に戻る事は出来ません。
0044	148005	150535	自然からの物を取って、それを
0045	150880	155310	もう元には戻せない物を作る。それが工業の製造です。
0046	155665	159300	自然は一方で、全く反対方向に動きます。
0047	159810	161220	自然のシステムが
