0001	14630	19412	(F え)科学的な{ブレイクスルー||ぶれいくする}{||は}、{に||でぃ}よって命を救う事が出来ます。
0002	22595	23260	これは
0003	25257	26077	例えば
0004	31402	34130	(F え)自然界の中{||で}に、そう言った事があります。
0005	34622	34992	(F え)
0006	37416	39740	またパターンや特徴を、
0007	40223	40463	{||う}
0008	41044	48266	{||んん}{||み}見つけて行く{所|ところ|と}から{始まり|はじまり|はじまい}ます。そしてそれを抽出し、そしてそれを科学的な(F えー)実験を{行って|おこなっ|おこなえ}て行きます。
0009	48273	55680	そしてその中には例えば、時に、驚きに{||えっえ}繋がる物があります。(F え){||と}例えば(F このー){||ず}
0010	56970	57810	鮫を
0011	59080	66044	(F え)(F この){||じゅう}十か月でこの{||うう}中では(F え)五回、五件の(F えー)死亡例がありますけれども、
0012	70386	73154	ですから(F え)今年の七月に、
0013	74654	84936	{||うえええ}、{||えおうず}{||ううい}(F え)オーストラリアの大学と一緒に、(F え)この様な(F えー)鮫の事故を、(F え)減らす為の(F え)事、研究を始めました。
0014	85905	93183	(F え)テクノロジー{を||の}開発をし、そしてこれ、鮫による攻撃のリスクを{||さ}{||え}軽減して行きました。
0015	93591	94261	そして
0016	95522	99661	この事について話したいと{思います|おもいます|もんます}。そしてまた、(F この)科学が
0017	100247	100769	{||ひし}
0018	102718	105154	(F この)発明へと繋がって行くと言う事です。
0019	106348	107264	私達は、
0020	108367	109404	三年前に
0021	110797	111532	私は
0022	113102	118874	(F えー)オーストリアの西部で初めて(F え)死亡例が、{||ししき}鮫に襲われた例がありました。
0023	119641	120700	(へりばとらー?)は、
0024	122897	127467	(F え)非常に(F え)(F この)ナチュラリストとして有名ですけれども、ヘリーバトラーが、
0025	129547	130812	彼に聞いた時に、
0026	132120	132223	{||う}
0027	133073	137227	この問題の解決策は何だと言う風に聞くと、(F え)非常に
0028	137500	138066	(F え){||ん}
0029	139897	141036	(F え)この様に
0030	143250	148565	(F この){||う}(F え)海の生物が持っている{様な|ような|よな}こう言う警告のシステムを{||つく}(F えー)真似るのだと言う事でした。
0031	150207	154460	そしてこの様に、(F えー)二、三件の(F この)鮫の(F え)事故と言うのが起こっています。
0032	154903	158845	(F えー)そして、(F えー)ウェブを見ますと、分かった事は、
0033	161176	166352	(F え)この様な{||えし}(F えー){||うい}事を示す証拠と言うのが沢山ありました。
0034	166675	167749	(F え)この様に{||ええ}
0035	168309	170257	(F え)(ばんど?)をすると言う風な事で、
0036	171477	174800	(F えー)(F この)(F えー)攻撃に対して警告を発しているのです。
0037	179530	181043	(F え)人間の側としては、
0038	182963	187360	(F え)このウェットスーツを(F ですね)、千九百七十{年代|ねんだい|でんだい}に作りました。そして
0039	187879	188394	(F ええ)
0040	189357	196520	この様に、(F えー){||くくくお}、太平洋の民族はこの様にして(F えー)自分達の体に(F えー)島を描いていました。
0041	197220	198007	(F え)これは、
0042	199201	200135	ここで考え、
0043	200573	203720	私達が考えなくてはいけない事は何かと言いますと、
0044	204732	211760	{||うう}(P)(F えー){||わず}鮫は色々なセンサーを使っています。(F この)攻撃の時には特に使います。
0045	212380	215137	(F えー)これによってターゲットを見つける訳です。
0046	215836	220784	そして(F この)、最後の数メートルの所で(F その)(F えーと)攻撃ターゲットを見つける訳です。
0047	224959	225740	しかし、
0048	228259	228879	これは
